,text,sentiment
5639,@Landailyn Thank you and good morning  I'm lying in the sofa now taking it easy today!,healthy
5640,@EricsTXGal Good mornin' Kim  Nothin' too bad happened tonight. Luckily.,healthy
5641,Getting the new update for iTunes ,healthy
5642,@AigburthArmsdo great ill bring some friends along as well lol ,healthy
5643,I don't know wtf I am supposed to do on here ,healthy
5644,@BeckaBella Thanks. And what are you doing up this late?  http://twitter.com/BeckaBella/status/1468589659,healthy
5645,cop this !    ....day off tomorrow ,healthy
5646,Layin in bed awake....feeling my little friend wiggle round...waiting to meet him... ,healthy
5647,@zeddessarts always the way ,healthy
5648,@reemerband eeee  29 days til yorkkkk ! + 42 days til stoke. i think haha  eee xx,healthy
5649,"@sazmatazz Yep that sounds like a plan, that! Don't worry I'm sure I'll cope somehow! ",healthy
5650,off to town  how fun!,healthy
5651,@jonathanhaslett Espresso looks cute  http://is.gd/2OAj,healthy
5652,Say hello to everybody ,healthy
5653,@StaciJShelton You too ,healthy
5654,&quot;We don't want magic - we want consistency&quot; - experiencing a new kind of customer ,healthy
5655,"http://twitpic.com/2y8on - Yesterday an easy 40k ride after work, with a good friend of mine!...losing some weight finally ",healthy
5656,"@poppy_dog of course, its http://www.uniteddogs.com and u can choose language. i'm in the spanish site ",healthy
5657,"@Immiee imooo, ill be over at like 12-1 to get my stooof if thats ok  see you in a bizzle xxxxxxx",healthy
5658,i hear birds chirping ,healthy
5659,"@landonjumpoff  i work wed, thurs, friday and i think sunday. ",healthy
5660,@vindiekins wow! Brilliant! Thanks ,healthy
5661,"No mixer I'm afraid, but We're looking at alternatives for the sound this week ",healthy
5662,@mileycyrus have a good day! ,healthy
5663,morning twit twit  @AthensVoice morning (my) spring roller  @sandy_O @AthensVoice Morning (my) Voice..,healthy
5664,@ChristineHitt workin on a speech? the one thing i've taught myself is that knowing wat 2 say is great but being yourself is wat sells it ,healthy
5665,"Done River Quest, Mystery Castle und Geister Rickshaw. On queue for Colorado Adventure: The Michael Jackson Thrill Ride Heeeeheeeee! now ",healthy
5666,"@ingorammer well it is definitelly worth trying, you'll notice the difference. But it's not my favorite neither ",healthy
5667,just had an AMAZING Greek feast homecooked..thanks sipple  xoxo,healthy
5668,@AngMoGirl Good luck! ,healthy
5669,it's a beautiful and sunny day.. spring cleaning ,healthy
5670,@Tatty wow! you are getting prettier everyday  hehe,healthy
5671,watch cartoon huahahaha ,healthy
5672,son tells me that mars bars are ridiculously unhealthy ,healthy
5673,@Rosaapril Say thank you. ,healthy
5674,Good morning peoples ,healthy
5675,@jashiu you forgot to add weekday mornings  #song #video,healthy
5676,I planned you would be late it's okey. Watching t.v @ricandhislife ,healthy
5677,@Stew I forwarded the link directly to our IT ,healthy
5678,"I swear if you're in any more of my dreams, I'm gonna dieee. ",healthy
5679,@venzann But SSIS is like an old friend and I hate regex's ,healthy
5680,@NashPCH ah ok.  happy to helps ,healthy
5681,"@nessie111 yes they open at eleven hun,  thank god hehe ;) xxx",healthy
5682,@ferretprincess Sounds interesting!  Look forward to the releases.  Thanks for that ,healthy
5683,it's a breautiful day  chilling out listening to red dragon fm,healthy
5684,"@SinkOrSwim76 Yes, yes I mind a lot.  :-P  (Of course not!) I used GIMP. Found a suitable wookie pic, a DD pic, and played for 10 mins.  ",healthy
5685,"Hello! Muy Buenos dias a todos, tempranito in the morning  gettin' ready pa arranca pa Santiago y Pto. Plata. have a nice day TWEETS!",healthy
5686,@Rosaapril back at ya gorgeous. ,healthy
5687,@eatlikeagirl must be your lovely tomato pic! ,healthy
5688,Welcome to my new twitter-buddies... delighted to see y'all joining this crazy gig!  Had my second chardy and checking new followers ,healthy
5689,also welcoming new followers! Don't be strangers ,healthy
5690,@Lavanyaj Kozhi is a nick for a very good friend of mine from college...  he's workin in bombay... in chennai for a week...,healthy
5691,licking my teeth  productive aye?,healthy
5692,@Tinu Thanks Tinu for the #followfriday recommendation! ,healthy
5693,"@zoeelouise Thanks! Lol! Seriously, I was just messing about on the internet all night cuz I just couldn't sleep! Insane. ",healthy
5694,is still wide awake ,healthy
5695,@officiallemar You were amazing!! Saw u in Portsmouth on Sunday.. central front row too  sad times some1 stole my purse..the gits! :'( xxx,healthy
5696,@adamcheasley But thanks anyways ,healthy
5697,@AdamRPhoto oh brilliant... another channel of yours where i can find out about graze discounts ,healthy
5698,I'm looking for the follower no 180 for http://blog.chobots.com ! ,healthy
5699,@lilrongal &amp; @s0niele - yay I'm not the only adult who wants to watch the HM movie ,healthy
5700,@ddlovato http://twitpic.com/2cbpl - So cute  What's his/her name?,healthy
5701,Just finished Killzone 2 - very satisfying ,healthy
5702,FTW = From The Wild ? ,healthy
5703,@Eminem nicenice !!  would be awsome if u just write hello or shut up to me ! ,healthy
5704,Scrubs did cheer me up ,healthy
5705,@AdisaEkua Awww! U have my pic up! That makes me smile. ,healthy
5706,@heidimontag i love your music! keep up the amazing work. i want your album now ! ! one more drink is my fav song so far ,healthy
5707,"@Rogue_Leader Hmmm, i also have issues with our cricket team - arrogant bunch, and don't get me started on W(r)icky  http://ff.im/-1Y7c8",healthy
5708,"@markcrosby yup, minstrels I believe claimed that ",healthy
5709,is wake and excited ,healthy
5710,@randomus_r @aceofsabres @RuthGarrity cheers ,healthy
5711,"OK, I've now recovered from a mental sesh on Sunday... NEVER again! Need to start concentrating on business and start making me millions ",healthy
5712,LIstening to Eminem's new song WE MADE YOU ,healthy
5713,@IncomeDiscovery Thanks for the retweet! ,healthy
5714,"Helping a friend on a IDP system and learning it, myself ",healthy
5715,@Ezsther gefeliciteerd! ,healthy
5716,"@aussie_ali oh yeah, it just about doubled this week.. I did it though! Am now writing for http://connect2mums.ning.com/ ",healthy
5717,"@r2r0 Amen, brotha. Take it easy dude and don't use any device which has an ip-address. ",healthy
5718,skateboarder snowboarder breakdancer surfer NASA person               then ill be famous,healthy
5719,@ekirsopp thanking you ,healthy
5720,Designing a promotional pieces for an 80/90s old school music night... just finished my youtube inspiration playlist...  brilliance...,healthy
5721,@LittlePearls did you mean the forget-me-not skirt? I saw that too! Very tempted... ,healthy
5722,"Children are like sponges, they soak up all the love you give but with just one squeeze you get it all back  xx.",healthy
5723,Helloo !! How are we? ,healthy
5724,"@erikvb no fluke, was down for over 5 mins but is back now and responding fast ",healthy
5725,Great weather and my snowboard is waiting for me outside  I'm off to the slopes.  Have a great day everyone! ,healthy
5726,@Topify lol copy and paste ,healthy
5727,@ArifHanafiah Welcome polka dotty!!!  heee... (loves),healthy
5728,"...on my 1st cup of coffee, good to be alive ",healthy
5729,@HorrorHaven Good morning to you ,healthy
5730,@tonirebekah hahah im great toniiiii ,healthy
5731,@mileycyrus wow that's weird. Its only 8pm here in Australia. you should come here soon  we're ahead in time ,healthy
5732,@mileycyrus Good morning Miley! I hope you have a great day ,healthy
5733,Playing the guitar...hallelujah ,healthy
5734,@barrysnedden I presume you got enough reminders 'bout that appointment  ,healthy
5735,@bkenny congratulations!! champers at lunch!! ,healthy
5736,@Mumsontop it is with penguin. you want to review it? ,healthy
5737,@mileycyrus good morning Miley ,healthy
5738,@ rustyrockets what special treat is in store for all us hammersmith people who found out wen we got to the hammersmith on 13/02?! ,healthy
5739,actully braces seem to be unpainful xD there just painful the first days but then you'll get used to them ,healthy
5740,Love how my sister thinks she's Miley Cyrus or Taylor Swift ,healthy
5741,Finished my first shift and doors are opening already! ,healthy
5742,"@briankelly - Count me in. Oh, you already did. ",healthy
5743,@CHouttave requests? ,healthy
5744,@billgates Ultimate of couse ,healthy
5745,Cock Rings Galore http://www.sexyfun.co.uk/blog/cock-rings-galore/ just did a new post on SexyFun.co.uk blog ,healthy
5746,@xfmrich Thanks mate. That was WELL SEXY!  XXX,healthy
5747,@minimynimoo sounds all too familiar ,healthy
5748,"@jelenasays yep  est website ever, i watched all of supernatural season 3 yesterday x] are you going to FOH on the 17th?",healthy
5749,@rebekaahh they taste like hurting ,healthy
5750,finished cooking my first own cook meal  haha ..achievement ,healthy
5751,Cock Shot http://tr.im/imUt super funny ,healthy
5752,Nothing quite like finding good amp settings from a solid state amp ,healthy
5753,eating my sisters biscuits  LOL,healthy
5754,@therajman haha! nice find. ,healthy
5755,@mileycyrus Why did you wake up at 3 am??  ,healthy
5756,@peterschloss I'm afraid you're not the target group ,healthy
5757,"And no, Tuesday's not over yet - not by a long-shot! Have a good evening ahead ",healthy
5758,Just booked 2 weeks in Zante!  Yay! ,healthy
5759,@seanpaull good morning  umm maybe it's still fidely but i like it atm,healthy
5760,@imogenheap I'm so excited for the new album! and btw...today is my birthday! Yay 25!  Cheers!,healthy
5761,@meli_beli I know! those were the good old days! .. we should all have a spoons reunion! haha ,healthy
5762,@yiiee it was a hot one at the desk for me too ,healthy
5763,visitin some buddies ,healthy
5764,@The_Roo lalalala i miss you ,healthy
5765,@BeccaLorna @xcatrinx heyy you know those paintings of mcr you've done and the dougie one what are they called? haha ,healthy
5766,@smiley1210 http://www.youtube.com/watch?v=vr1ToH5Zr0o  thank you very much!!!,healthy
5767,im still use this eve! you not alone!  x,healthy
5768,@redalexred i should hope not ,healthy
5769,"@duskyazure Cool, see its all coming together for you. It'll be over before you know it. ",healthy
5770,@steph_WPD hello  what does WPD stand for... may I ask? xox,healthy
5771,@JustEatBE mailen ,healthy
5772,"Going to a health inspection tomorrow. Employer wants to know if I'm fit for the job. I've been working here for, what, 4 months? Ha ha. ",healthy
5773,@sophiestication Fairly similar to my setup; 24&quot; iMac is a great machine. You missed out on the &quot;pic of my desk&quot; meme a while back. ,healthy
5774,@yellowdoglove ,healthy
5775,10 days til new Pushing Daisies ,healthy
5776,@karynromeis I agree totally- Good session. Liked your point on corporate trainers knowing &amp;understanding learning &amp; therefore commented ,healthy
5777,@bradiewebbstack ;o not the jelly beans! my all time favourite. Share? ,healthy
5778,dunno wat made her share her past with her colleague but glad she did... ,healthy
5779,Got work experience at radio 1 thanks to @sra and ben cooper ,healthy
5780,@ihealth many thanks for the mention of Podcasters Emporium ,healthy
5781,"@eveforhermcr_xx Hahaha that's so sad, poor mom! Have you seen Coraline? Ahh I really want to meet Lyn-Z she's great ",healthy
5782,"@sbtourist Hehe, I was going to say yesterday that twitter should have used erlang instead of scala. I will say it now instead. ",healthy
5783,@tommcfly it's the best one ,healthy
5784,starting to wonder if you guys with jobs prioritize tweeting over work ,healthy
5785,@berryanarchy Thanks so much! ,healthy
5786,doesnt like too expensive premium content ,healthy
5787,@LadyErlynne aren't you older than me? ,healthy
5788,@CapeTown ...and Cape Town station... ,healthy
5789,i got the twilight 2-disc special edition yesturday woooooooo!  ROFL.,healthy
5790,ooh more followers ,healthy
5791,"Just got home, I got new creative headphone ! ",healthy
5792,"@Stewie_Griffin_ I too, like to flirt.  I have been distracted! I apologize for not tweeting daily. &lt;3",healthy
5793,"@inkgypsy I was referring to tweetdeck, I was thinking of trying it, let me know what you think ",healthy
5794,@hunteremily NO :O inform me more of these jelly beans  please,healthy
5795,@mullahadi r u in love with a co-worker? ,healthy
5796,@bethanie which is distracting me from getting engrossed in more Babylon 5 (and dreaming for a model of the station itself) ,healthy
5797,GOING OUT TO DINNER WITH MY BEST FRIEND  why wont my myspace work?,healthy
5798,All my siblings loved my cookies! I'm so glad. Even my picky mom and my old man liked them! ,healthy
5799,@venustweets hello.. where've you been? Tweeting somewhere else? ,healthy
5800,Everyone Has Got Subbed By Someone Good! Laura=Billie Amber=Louise Neesey=Me ,healthy
5801,@LisaGoldfish or just join aquarena  then we can go classes together!,healthy
5802,"@james_a_hart oops, sorry @dsussman, you're great, it's @davesussman that's a waster ",healthy
5803,@horrorhannah Very similar then. I did Broadcast and Multimedia Tech. I specialised in playing on the internet and not going to lectures. ,healthy
5804,"@dharmacharya nice to see you again my friend, I've got some extra time again and I WILL do the review for your books ",healthy
5805,@RyanSeacrest what is her favorite color ,healthy
5806,"@andrewmaier thanks for your Webjam review, it's appreciated a lot! ",healthy
5807,@bradiewebbstack do you like lollipops? because i think i will get you a giant lollipop at sway sway tour ,healthy
5808,@bradiewebbstack do you like lollipops? because i think i will get you a giant lollipop at sway sway tour ,healthy
5809,"http://www.youtube.com/watch?v=cnbmM_i5KEA video of the fountian, this video i made my self. ",healthy
5810,@gbazz I used to love watching that  I even ate Nutri-Grain for a while but nothing happened ,healthy
5811,Last night was great want to go again ,healthy
5812,U may need 2adjust the volume on the video player window. I just did &amp; now I got sound  Re: @LeGonz: @jroq Chikos! Wish there was sound.,healthy
5813,@cindyscottday That's the other side of Rochester. We won't get that much on my side of the city.  We're East of Rochester.,healthy
5814,feels like eating cookies and cream ice cream on a cold night like tonight ,healthy
5815,"time to start my day! away to have breakfast + get ready + then get the train, see ya! ",healthy
5816,@susanhutchinson Oh...and I live in MN...but I am from MI.  Upper part...not even part of the hand. ,healthy
5817,One Tree Hill ,healthy
5818,@bradiewebbstack hahaa yay lets party ,healthy
5819,"@therealdemi aww, that's so cute.  You know at first I thought I wasn't talking to the real Demi, cause many girls pretend, now I know ",healthy
5820,i have found a method to do 50 things at the same time ,healthy
5821,@Midgley  acting stuff ? re : Jenni- now I understand ,healthy
5822,Is excited for New York in 23weeks  YAY!,healthy
5823,"He said the way my blue eyes shine, put those georgia stars to shame at night.. ok my eyes are green. but whatevre ",healthy
5824,@Prokofy The comment your blog would not allow - http://pastebin.ca/1384785 - Do tell me if i'm banned ,healthy
5825,"totally tired. a great feeling that today's gonna be amazing. with lot of laugh  luv u, yay ?",healthy
5826,@jonathanhaslett THANKS! ,healthy
5827,"Just had an awesome day surfing, relaxing, eating good food with my lovely lady liz. Now dinner and movie  one of the best days ever.",healthy
5828,Ok yeah I like the new black eyed peas song ,healthy
5829,Ooouuhh... Good morning! Wie warm es heute ist! ,healthy
5830,listening to mcfly  cant wait for the bloody holidays!,healthy
5831,@normkalin ag no man go away! or send sum over..... ,healthy
5832,@Amaninazaini  why hello thar.,healthy
5833,"@dancermegz Helloooo Megan,, Hope your having a good easter  xoxo",healthy
5834,@dianecb did it work out now?else you could try the 100% workable solution by buying it directly at o2 shops... ,healthy
5835,@iCoopers You tease  But thank you ,healthy
5836,@DianeSunnyCoast Sure was Guy was pretty good too wasnt he ,healthy
5837,@Yiao - Feel free to mail the plans  Might help me shorten my document :-P,healthy
5838,@dougiemcfly HEEEY wat are ur dogs called?? how many ya got???    ,healthy
5839,@escribitionist I am very surprised b/c i heard it from my senior who is not use twitter. ,healthy
5840,Lets clean our air  http://www.ted.com/index.php/talks/kamal_meattle_on_how_to_grow_your_own_fresh_air.html (via @addthis),healthy
5841,@bebiv good morning ,healthy
5842,@andyclemmensen oh my lordy do i envy you ,healthy
5843,Cleaning up my room before going to watch Twilight in the cinema one last time...ok I'll watch Everybody Loves Raymond first ,healthy
5844,"doom doom doom doom, I want  you here in gloom. Lets get depressed together, I wanna cry forever...   Vengadoomchicks! ",healthy
5845,"sorting out my bag for beccas, getting the 10 to 12 bus ",healthy
5846,@beckiowen goooon satans tonight?? lostprophets are playing reading ,healthy
5847,Every day is another day for you to start over...Good Morning ,healthy
5848,reli bord just chliin wiv me cuzins lol   MSN too !,healthy
5849,@MissNixs lol - good luck ... keeping my fingers crossed for you that you did! ,healthy
5850,im on 46 followers ,healthy
5851,@kadence987 Kade!! ur my fav radio host!! keep doin what ur doin!! ur the coolest dude!! ,healthy
5852,"The Downtown Fiction Live Chat= Amazingness  They Are Abs. Amazing and My Life, I Love Cameron David and Eric &lt;3",healthy
5853,"Inot sure,but think possibly may want the new eeepc 9&quot; if it comes with a touch screen, but I don't like pointer thingys (tech term that ",healthy
5854,will go out.  http://plurk.com/p/n13ou,healthy
5855,"@childsi  thanks, hope your meeting goes well ",healthy
5856,"@DrChristopher  Nope ...no other way at all, once realized your world isn't just an oyster....its a dozen done the way you like ...lol ",healthy
5857,@julesRGB Nice! Got your postcard this morning too! ,healthy
5858,@TdMPhotography After winning the #galvinstwitpic comp yesterday I'm going to enter this one for sure ,healthy
5859,@mikeewth gaahaha (: around my house. My neighbors are nederlands and from germany and america! All bbules. She met a new &quot;guy&quot; dog ,healthy
5860,You must live in or near Leeds and be willing to help out if required but it's not expected. Message me with why I should choose you ,healthy
5861,@belladonna20 morning you *slurps coffee* ,healthy
5862,"Hey everyone, go follow @woodwindguy24 because he is a pretty cool guy ",healthy
5863,I seem to have developed a weird non itchy rash........just call me &quot;blotchy&quot;  ,healthy
5864,@cheesecakex heyy I was listening to the beatles too ,healthy
5865,good workout...now getting ready for work! aother long day  enjoy everyone!!,healthy
5866,"@Matthew_Day I put the hours in just couldn't get my weight down enough, they wanted me at 7 stone! House chores today! ",healthy
5867,I am having lunch at a fast food place today  yay...then boring afternoon :/,healthy
5868,"@Jeroen_R Thank you, sir! ",healthy
5869,"Selling DILDO in a box: Ok so backup only was not enough for you pussys, HERE, have some credit cards too  You.. http://tinyurl.com/ca2ecn",healthy
5870,@maadonna I've found writing is easier when just vaguely tipsy ,healthy
5871,Good morning ,healthy
5872,Good morning ,healthy
5873,"@ Airport in Frankfurt... love the weather, love the planes  I'm a Freak^^",healthy
5874,"I like penis: Ok so backup only was not enough for you pussys, HERE, have some credit cards too  You know, it'.. http://tinyurl.com/d356b3",healthy
5875,"@mileycyrus how much time did you sleep? how are you? have a nice day, miley  xx",healthy
5876,"dont forget to pick up three cd's today! Emerson Drive, Rascal Flatts and Jason Aldean ",healthy
5877,@Joel_Wigley only if they are chocolate ones ,healthy
5878,@rustyrockets Russ How you feeling today? Loved? ,healthy
5879,@caseycharlton thanks! I am on my guard ,healthy
5880,"@KatiePorrello, i think i burned out on harry potter, but you never know.  ",healthy
5881,@tommcfly Eclipse is awesome  *-*,healthy
5882,"@cadelofficial http://twitpic.com/2y7pl - Yuck, lovely in Canberra   Good luck today.",healthy
5883,@bradiewebbstack thank jodie for your newfound amazing spelling ,healthy
5884,@TreoBenny So ur not a mac fan like @Renato71 ,healthy
5885,is getting used to this twitter stuff ,healthy
5886,Update to the free Easter Baskets in Chicago: http://is.gd/raOd This is an awesome idea ,healthy
5887,"just got myself an iphone  will transfer provider in 10 days, so no fun till then",healthy
5888,@SexyWhispers Yes.  http://twitter.com/SexyWhispers/status/1468183212,healthy
5889,@ddbenson you're getting some serious airtime here at the #cloudforce conference. How's your headset? ,healthy
5890,@tommcfly oh dear  why can't i be in england :'( i'm 'stuck' in australia.,healthy
5891,@javashri My company is on firing spree. If I get lessons from the Indian Govt. I am sure I will be fired. ,healthy
5892,@gee_lo is it paid? i was made redundant two weeks ago and need a job big time. ,healthy
5893,"@indica Stop checking Ranil out  Sick, wanted to be there. Say hello to Sanjaya for me.",healthy
5894,@psychemedia re:invisible support-been thinking similar for UoP-key thing to make it worthwhile/work is critical mass in 1 place though ,healthy
5895,Watching the steam trains go back and forth in Ravenglass - sunny! ,healthy
5896,"@Zewdy nothings new sweets, just exams. ugh.but in the next month, new hairdo and Beyonce's concert  eek im so excited. anchis my dear? ",healthy
5897,@susanstn I will write a blog post about it today ,healthy
5898,@cathyjh the moss wall  (i want one) and the black board. hehehe i would like to say i drew the shark but i didnt. *evil laugh*,healthy
5899,"Rascal Flatts - Unstoppable!  BUY IT TODAY! Buy 1, or 2, or maybe even 10! You'll love it, I promise  &lt;3",healthy
5900,@Rockout2night  Hola Scott! Saw you'd like to learn Spanish! Lets us help by teaching you a word a day ,healthy
5901,Can't wait for the Star Wars marathon now! I have the best friends EVER ,healthy
5902,@sigurdmagnusson but gastropubs do such good food ,healthy
5903,"Good morning  And to think I was  worried about another 30th birthday, nah, its a cinch xx",healthy
5904,One kick ass night. A lot of fun. Time to knock out. ,healthy
5905,@dww84 oh - am I overloading?? lol ... sorry .... am liking what ppl have to say tonight  How's you?,healthy
5906,@JoeMcIntyre welcome on board  have fun tweeting :o) ? http://blip.fm/~3xbq1,healthy
5907,I think a new rule will be applied on journalist around the world. Attend events with bear feet only ,healthy
5908,"@Whatleydude Glad you like it, looking forward to your one. ",healthy
5909,@ColinBowen I thought you were going to sleep ?! ,healthy
5910,I'm now a fan of David Archuleta. I regret not watching American Idol Season 7. Oh well... ,healthy
5911,"@MarisRelins vai tieï¿½?m long tale, nevis long tail? ",healthy
5912,@DavidWaldock Correct! I'll buy you some drinks on Friday ,healthy
5913,@oconel Okay but tired - got home late from a fun dinner  Going outside in a bit to go shop and hopefully wake up some more... How's you??,healthy
5914,@NickWilson have you seen this list of Science places? http://bit.ly/slscience link there to SLHealthy wiki as well ,healthy
5915,...you got to love the Gispy Kings... ,healthy
5916,"@HelenOster No no. I'm not ordering anything from Adorama, the Adorama I was talking about was a photo print shop in my city ",healthy
5917,God is a JD with a splash of cola and plenty of ice ,healthy
5918,Battlefield Heroes is just awesome! ,healthy
5919,@Nictos Can I see your photos of cherry blossoms? ,healthy
5920,"today I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD it'll never happen ... [yep I say it again ]",healthy
5921,@georginaaaaahxo ermmmm.. hi  todayy you clearly need to speak to meee i see the statussss booob ,healthy
5922,"going to school, then working out, calendario for italiano, then uconn gamee  good luckk girliiies !",healthy
5923,@xCarCrashHearts on friday till monday so plan to do alot of relaxing on the beach ,healthy
5924,"11 Dayyzzzz Mannn Ishh Emotiinaall Phahaha  ,,, Yesterdayy Was Jokezz We Made Bre Friendzz Phahaha Lyy Jennifer Bffl  x",healthy
5925,"@cti97 hei, merci mult. works ",healthy
5926,"@presentday congratulations, well deserved ",healthy
5927,is glad my work haven't cottoned on to this yet and banned it!  i hope i haven't spoken too soon!!!!,healthy
5928,Finally awake ,healthy
5929,yes i am  ? http://blip.fm/~3xbqe,healthy
5930,Finally get 'THE HAIR' thing...if you know what i mean ,healthy
5931,"Cleaned the fridge, now need to cover the shelves. ",healthy
5932,Mmm I need coffee ,healthy
5933,"@CoupD_Etat I'll go and listen to it later, then. If you love it so much. ",healthy
5934,sign out muna me (bye) gutom eh!  [phplurk.com] http://plurk.com/p/n13y7,healthy
5935,are all ready to meet Rowan + Caitlin for our picnic ,healthy
5936,@DaMaHug oh yum!!!!!!!!!!!!!     I like your day... ,healthy
5937,@gblock I try to avoid going through msn.com as much as possible .. live.com is much nicer ,healthy
5938,Up to my neck in coding the server systems today and will be all week. Lunch at Alfie + Bella's required to ensure max productivity ,healthy
5939,"@gayadesign yeah i could, so far work haven't really been interested in getting one though. Will have to keep moaning! ",healthy
5940,Has finally caught up on his sleep  -now I'm all refreshed and geared up for wrecking it again! xD,healthy
5941,BACK FRM STUDIO!!! HAD SO MUCH FUNNN  WOO HOO,healthy
5942,@nick_carter hahaha you're talking like you're some old man! And we still want to see a picture of that new haircut! ,healthy
5943,Hurray! Gf passed her driving test today ,healthy
5944,I am back from the gym! ,healthy
5945,Love this website http://dontforgetyourtoothbrush.com/ checkin I'm sorted for my hols - 'Check automtic watring system in greenhse' CHECK ,healthy
5946,neew on twitter; meeting new people ,healthy
5947,@lizzie623 hahaha! You're pure filth you are! ,healthy
5948,im still trying to figure out this twitter thing. wish me luck. ,healthy
5949,is about to enjoy another German beer... and his 5th ice cream sundae in 5 days ,healthy
5950,"@stevewhitaker - My, aren't we chipper this morning!  ",healthy
5951,i &lt;3 the gilmore girls themesong. ,healthy
5952,im off to shop  will tweet to y'all later x x,healthy
5953,"@crazykaren yeah  love the caramellow ones!!! only two more days intil easter break .... im so excited, the stress of school left behind!",healthy
5954,@michaelmagical Are you a jockey? ,healthy
5955,@aplusk i'm not well just wanna say hi!!!! ,healthy
5956,@mileycyrus goodmorning Miley  for you its morning and for me its my bedtime  have a good day! xO,healthy
5957,will go back to that working thing soon  before anyone here notices. till tweet,healthy
5958,has now one thousand #Speed-Dating fans in its database. Yeesss.. ,healthy
5959,@ramdomthoughts snatchwars... tears rolling down face... ,healthy
5960,"@martellhomes weather is never boring in Canada, eh? ",healthy
5961,Minus the flu...im a happy wee chappy ,healthy
5962,@doriens thankyou  have a good lunch x,healthy
5963,@porphyriac http://twitpic.com/2xxxu - Just what u want to be greeted by ,healthy
5964,"Morning Question: Next WoW Expansion.. Maelstrom or Emerald Dream? I am also indeed a lore nerd, so I look forward to why you think so. ",healthy
5965,http://twitpic.com/2y8z8 - Sophia (me) at my mums flat in LA  like.. 11 months ago,healthy
5966,@annetsmith ,healthy
5967,Omg Tap Tap Revenge for Coldplay ? Why oh Why ain't it for free? At least I got a free sample track ? ,healthy
5968,@willswain the talk of potty training must be helping to de-stress you ,healthy
5969,"@justineyyy because when he's pissed, he's not going to pretend he isn't.  so go, yoochun! wooot! lol.",healthy
5970,On my way into doncaster with a friend for a game of pool good times ,healthy
5971,@jasmineemily Glad you like  Please leave feedback for me on my website when you can  xx,healthy
5972,@joolsayodeji at least you in spain with yer browser problems ,healthy
5973,@Lavanyaj sure.. i will extend your love to kozhi... ,healthy
5974,Important work done and email sent! #gotthingsdone ,healthy
5975,@redsheep maybe you shouldn't be twittering it then...hehe..just rant to the person next to you.. ,healthy
5976,@Eviestar : That's cool.. if you could input commets on the forum..It would be nice ,healthy
5977,Downloading the 22nd episode of Heroes  (Season 3) ,healthy
5978,"just woken up, my birthday tommorow  x",healthy
5979,looks like its going to rain ,healthy
5980,Having a lovely morning out in Nantwich ,healthy
5981,@SciFiScoop The Riverworld books were great ... should be interesting ,healthy
5982,"@nicco876 you learn well nick, just agree ",healthy
5983,Theo grade out FINALLY = didn't know a 3.5 was possible ,healthy
5984,bought yum fresh produce from the market to make yum dishes for dinner tonight ,healthy
5985,"@barleduc if you're in Soho swing by Lex St, we have LOADS of cookies for charity!    Well done on the run too",healthy
5986,"@gjarnling Man, how are you? Haven't seen you for a while ",healthy
5987,"@chriseaton The high council has reached a verdict, you are &quot; Guilty&quot;! ",healthy
5988,is about to go shopping for ingredients making chocolate fondant with vanilla ice-cream ,healthy
5989,Henley today ,healthy
5990,is going to go shopping ,healthy
5991,@Tsarnick Hahaha you're such a pansy ,healthy
5992,@rdaniels thx! already got a pic for folks back at the office to laugh at ,healthy
5993,@Rosaapril and now I'm speechless ,healthy
5994,@xerynx thats awsome  you might know jay awada,healthy
5995,#365Songs All caught up with my 365Songs... ,healthy
5996,"as details slowly emerge, it seems the HU gvt did not understand what it was saying ",healthy
5997,@michaelmknight Will have to sort you a new mug for then ,healthy
5998,is currently writing his World Geography on the influence of Maori tattoos in America. ,healthy
5999,camee back to youtubee. ,healthy
6000,@thelovingkind ur welcome  . nb i really is miss at the #1 place: filthy rich ! ( http://is.gd/nEKy ),healthy
6001,@nat_ski how bout  some Steppenwolf - Magic Carpet Ride? ,healthy
6002,@jfpoilpret actually i didn't ! i have a great name now if i ever want to open a massage parlor  (no i won't be the one *massaging*),healthy
6003,"@aloria  I hate to be the bearer of bad news, but statistics indicate everyone will have one before they die. Something 2 look forward 2. ",healthy
6004,"@davidbaillie Dont worry, your secret is safe with me ",healthy
6005,YAY Everything is back ,healthy
6006,@steamsmyclams Yay! I've been thinking about getting a puppy or another cat  What breed are you looking at?,healthy
6007,Tweeting from an iPhone ,healthy
6008,@Timen dont know. nice picture by the way ,healthy
6009,@XxXxLeahxXxX  well thankyou mam ,healthy
6010,"@dkernohan  didn't REALLY think JISC had recommended it, doubt @helenbeetham did.. was ripping the &quot;open source everything&quot; trend- badly!",healthy
6011,Is looking forward to an enjoyable evening ,healthy
6012,"Another night done. Tweet with you all tomorrow. Um, today ",healthy
6013,@aplusk no income tax? I'll be there in a sec! ,healthy
6014,Wishing everyone would keep it simple! Makes life more fun people. Start your day with a smile ,healthy
6015,got a bunny face shaped egg  &amp; some pickled ginger in my salad today  aww,healthy
6016,"Tuesday again, I love Tuesday. Gymnastics &amp; swimming tonight ",healthy
6017,"@LostInTangent Sure.  I need to do some cleanup with the Hiro source code, and I'll post the results on my blog within 24 hours",healthy
6018,woke up xtra early thinkinq i was about to miss the maqic school bus...wtf lol ; boutta watch some tv ,healthy
