,Unnamed: 0,Log,new_tag
1224,1224,i prefer to jog in the morning.  i feel energetic and boosted for doing my day's work after jogging.,Aerobic
1225,1225,i prefer doing pilates in the evening after work. i feel relaxed and light after my evening workout.,Aerobic
1226,1226,leg extensions my legs were shaking,Strength
1227,1227,"as i performed barbell squats, i felt like quitting. i wanted to go back to bed",Strength
1228,1228,ran 3 miles exhausted,Aerobic
1229,1229,biked 5 files really tired,Aerobic
1230,1230,i did twenty five squats. my thighs are burning.,Strength
1231,1231,i did twenty five pushups. my heart is racing and i'm sweating a lot.,Strength
1232,1232,i walked 1 mile. my legs hurt.,Aerobic
1233,1233,i played basketball. i was out of breath.,Aerobic
1234,1234,i have just completed 100 sit ups. i felt out of shape and need improving.,Strength
1235,1235,i just did a full rep of chin ups. i felt great,Strength
1236,1236,i did yoga for one hour. i felt flexible.,Aerobic
1237,1237,i ice skated for two hours. i felt brave.,Aerobic
1238,1238,i did push ups envigorated,Strength
1239,1239,i did sit ups energized,Strength
1240,1240,this morning i did a strenuous shoulder workout  and now im sore,Strength
1241,1241,a few days ago i did stair steps  and now my heel is sore,Aerobic
1242,1242,i ran for 5 minutes. it was awful!,Aerobic
1243,1243,i walked for 30 minutes. it was invigorating.,Aerobic
1244,1244,i just went on a forty minute walk. it was hot and i got very sweaty.,Aerobic
1245,1245,"i did ten laps in a standard 50 meter pool. i was very out of wind by the end, but managed to finish.",Aerobic
1246,1246,i jogged for 2 miles. i felt very stiff.,Aerobic
1247,1247,i did a high intensity interval training video i felt very sore.,Aerobic
1248,1248,i just did an hour of hot yoga. i felt so relaxed.,Aerobic
1249,1249,i went bouldering for 45 minutes over my lunch break. i felt weak.,Aerobic
1250,1250,i ran two miles on the treadmill. i felt like running more.,Aerobic
1251,1251,i did weight lifting at the gym for one hour. i felt energized.,Strength
1252,1252,i biked ten miles.  i felt calm.,Aerobic
1253,1253,i completed fifty pushups.  i feel exhausted.,Strength
1254,1254,i bench press 150 lbs of weight. i felt sore after.,Strength
1255,1255,i played some pick up basketball at nearby park. i was exhausted after.,Aerobic
1256,1256,i went to a 2-hour yoga class i felt very refreshed,Aerobic
1257,1257,i rode a bike for one hour i felt energized,Aerobic
1258,1258,i spent an hour lifting weights. i felt energized.,Strength
1259,1259,i ran for an hour. i felt euphoric.,Aerobic
1260,1260,i did 10 burpees i felt like i worked out my entire body!,Aerobic
1261,1261,i did 20 jumping jacks i feel energized.,Aerobic
1262,1262,i just did 100 squats i felt awful,Strength
1263,1263,i walked 4 miles i felt good!,Aerobic
1264,1264,i just did 50 pushups! i feel pumped!,Strength
1265,1265,i just ran a 5k race! i feel good but exhausted.,Aerobic
1266,1266,i just ran a mile sick to my stomach,Aerobic
1267,1267,20 assisted pull ups  arms are weak and crampy,Strength
1268,1268,i did 8 push ups. the last few were definitely struggles.,Strength
1269,1269,i did 6 assisted pull ups. i'm so weak right now!,Strength
1270,1270,i lifted heavy weights for 30 minutes.  my muscles are sore.,Strength
1271,1271,i jogged on the treadmill for 15 minutes. i feel energized after jogging.,Aerobic
1272,1272,i skiied for an hour today it was hard but exhilarating,Aerobic
1273,1273,i did yoga this afternoon it was relaxing,Aerobic
1274,1274,i did 15 squats. my thighs are on fire!,Strength
1275,1275,just swam 10 laps. i feel so out of breath.,Aerobic
1276,1276,i just did half a mile of squats.  i felt like my legs were burning!,Strength
1277,1277,i ran 3 miles.  i was bored after the first mile.,Aerobic
1278,1278,i complete a 15 minute cardio video workout i am very out of breath,Aerobic
1279,1279,i participated in a core yoga class i won't be able to move tomorrow,Aerobic
1280,1280,i played full court basketball. i felt out of breath.,Aerobic
1281,1281,i dumbbell pressed for 10 minutes.  i felt powerful.,Strength
1282,1282,i rowed for fifteen minutes on the rowing machine i felt excited as i am getting back to exercising again,Strength
1283,1283,i walked for 30 minutes on the treadmill today i felt really good as i read a book and the time flew by,Aerobic
1284,1284,i just played 1 on 1 basketball for 4 games i am exhausted.,Aerobic
1285,1285,i just hiked 15 miles. i am worn out!,Aerobic
1286,1286,i hiked 6 miles.  i felt really sore afterwards!,Aerobic
1287,1287,i biked for 1 hour. i felt really powerful.,Aerobic
1288,1288,i walked for 6000 steps. it felt great.,Aerobic
1289,1289,i just did a set of push ups. my arm muscles really feel week.,Strength
1290,1290,i just completed 50 jumping jacks. i am out of breath and my heart is racing.,Aerobic
1291,1291,i just finished 30 crunches. my ab muscles are sore.,Strength
1292,1292,30 minutes on the eliptical i was really bored,Aerobic
1293,1293,bench pressing 25 pounds i felt invigerated,Strength
1294,1294,i walked the track for a hour. i felt great.,Aerobic
1295,1295,i did 15 squats i was exhausted.,Strength
1296,1296,i lifted 70 pounds of weights. i felt a bit tired after doing the weight lifting.,Strength
1297,1297,i ran 3 miles on a treadmill. i felt rejuvenated after working out.,Aerobic
1298,1298,i walked for 30 minutes i felt good being outside,Aerobic
1299,1299,i did yoga for 15 minutes i felt good but confused,Aerobic
1300,1300,"i did 30 minutes on a stationary bicycle.  my back feels nice, it really straightened out my neck.",Aerobic
1301,1301,i did isolated bar bell lifts on m biceps.  my arm feels good.,Strength
1302,1302,i jogged for a mile i felt exhausted,Aerobic
1303,1303,i swam two laps i felt refreshed,Aerobic
1304,1304,"i lifted weights and worked my chest, shoulders and triceps. i felt weak during my heavier bench presses.",Strength
1305,1305,"i lifted weights and worked my legs, back and biceps. i felt weak doing squats since i haven't done them in a while.",Strength
1306,1306,i ran 2 football fields. i feel good and energized.,Aerobic
1307,1307,"i walked 15,000 steps today. it makes my legs feel sore.",Aerobic
1308,1308,i did weight lifting for 20 minutes. my arms are sore.,Strength
1309,1309,i ran on the treadmill for 30 minutes. i felt invigorated.,Aerobic
1310,1310,i rode eight miles on the stationary bike. my quads are so sore right now.,Aerobic
1311,1311,i did 50 thrusters. i'm starting to feel a little lightheaded.,Strength
1312,1312,i did 50 burpees i was out of breathe,Aerobic
1313,1313,i used 35 lb dumbbells my biceps and shoulders were throbbing,Strength
1314,1314,"10k run on greenway average pace, good effort",Aerobic
1315,1315,mtb biking of road in park good balance and flow,Aerobic
1316,1316,20 ab crunches for senior citizen struggling after the first 5,Strength
1317,1317,10 squats for senior citizen felt better after first 3 squats,Strength
1318,1318,i perform 10 push ups on my first workout. i felt very energetic after my first workout.,Strength
1319,1319,i jog about half a mile on my second workout. i felt physically strong after my second workout.,Aerobic
1320,1320,i walked for one hour. i felt relaxed.,Aerobic
1321,1321,i rode my bike the entire length of the shoreline trail. i felt exhausted and ready for a nap.,Aerobic
1322,1322,i did 100 crunches. i couldn't get out of bed the next morning.,Strength
1323,1323,i played basket ball for 1 hour. i thought i was going to die during the game if i had to run down the gym one more time.,Aerobic
1324,1324,i ran for 30 minutes i felt exhausted,Aerobic
1325,1325,i did 10 deadlifts i felt great,Strength
1326,1326,i hiked 3 miles in the forest. i felt amazing and at peace with nature.,Aerobic
1327,1327,i played football for 2 hours. i felt sore after.,Aerobic
1328,1328,my first mile speed walk i worried i woulnt make it but did.  i felt terrific.,Aerobic
1329,1329,i did 30 minutes stretches i was so sore but  i kept it up,Aerobic
1330,1330,i cleaned the house for 3 hours i am worn out.,Aerobic
1331,1331,i washed all 3 cars today. my arms and knees are killing me.,Aerobic
1332,1332,i rode a stationary bike for 30 minutes. i felt weak in the legs - especially my calves.,Aerobic
1333,1333,i walked 2 miles. i felt slightly out of breath afterwards.,Aerobic
1334,1334,i did 50 jumping jacks. i was very tired,Aerobic
1335,1335,i did 25 push-ups. my arms were very sore,Strength
1336,1336,i walked outside for 30 minutes. i feel refreshed!,Aerobic
1337,1337,i hiked 12 miles today. i feel accomplished!,Aerobic
1338,1338,first thing i do in the morning when i wake up is do 25 push-ups. it wakes me up and gets me going in the morning.,Strength
1339,1339,secondly i walk around the block three times. it gets my blood flowing and warms up my muscles for the day.,Aerobic
1340,1340,"the first thing i do is run for 3 miles after this exercise i feel accomplished, but exhausted",Aerobic
1341,1341,the second workout is biking for 1 hour my legs were tired after,Aerobic
1342,1342,i jugged almost the entire field felt so weak,Aerobic
1343,1343,i played basketball ball for an hour feeling relaxed,Aerobic
1344,1344,bike riding i felt kind of tired,Aerobic
1345,1345,i went for a walk invigorated,Aerobic
1346,1346,i walked 3 miles in one hour. i feel exhausted.,Aerobic
1347,1347,i swam for one hour. i feel energized.,Aerobic
1348,1348,i ran for 30 minutes around my neighborhood it was horrible because it was very hilly.,Aerobic
1349,1349,"i swam 20 laps around the pool. it was refreshing, but very tiring.",Aerobic
1350,1350,i ran on the treadmill for a hour i felt really tired after.,Aerobic
1351,1351,"i worked out on the weights for a half hour. i felt very satisfied after,",Strength
1352,1352,i did the treadmill an ran for 30 minutes i felt really tired,Aerobic
1353,1353,i did the treadmill again and i felt tired  i felt like i ran better than my first time.,Aerobic
1354,1354,i just did 25 crunches. my abs are on fire,Strength
1355,1355,i just did 25 push-ups. my arms feel like jelly.,Strength
1356,1356,i did four miles on the rowing machine. my arms were burning.,Aerobic
1357,1357,i walked on the treadmill for twenty minutes. my legs were very tired.,Aerobic
1358,1358,"i workout on the elliptical indoors for 45 minutes. felt like i did okay, but it was very boring.",Aerobic
1359,1359,"i did three sets of twelve pushups, i am a beginner at these. i felt super out of shape.",Strength
1360,1360,i just did vinyasa yoga for 45 minutes. i felt so relaxed afterwards!,Aerobic
1361,1361,i just jogged 3 miles i am so out of shape and winded!!!,Aerobic
1362,1362,i walked the dog i felt refreshed,Aerobic
1363,1363,i lifted weights i felt tired,Strength
1364,1364,i roller skated around the block. i felt amazing!,Aerobic
1365,1365,i did 20 push ups. i felt like a rock star,Strength
1366,1366,50 squats without stopping! it felt invigorating!,Strength
1367,1367,15 minute flexed arm hang a little shaky,Aerobic
1368,1368,i did 30 minutes on the stair stepping machine my leg and butt muscles are burning,Aerobic
1369,1369,i walked briskly for 20 minutes i feel invigorated,Aerobic
1370,1370,i just did 15 reps of arm curls. i feel vigorous.,Strength
1371,1371,i did 10 pull-ups. i feel a little tired.,Strength
1372,1372,i danced for 30 minutes i felt tired but happy,Aerobic
1373,1373,i walked for 4 miles i was strangley energetic after,Aerobic
1374,1374,i did 10 sets of bicep curls   my arms are feel like they want to explode,Strength
1375,1375,i did 100 air squats  i need to work more on my legs,Strength
1376,1376,i jogged for 20 minutes in my neighborhood. i felt winded and out of breath.,Aerobic
1377,1377,i did an at home aerobics cardio burning exercise video. i felt exhausted but accomplished.,Aerobic
1378,1378,i did 10 pushups today. i felt very weak.,Strength
1379,1379,i did a zumba class today. i felt energized,Aerobic
1380,1380,i did 50 squats my legs are shaking,Strength
1381,1381,i did the elliptical for 45 minutes now my legs are numb,Aerobic
1382,1382,i lifted weights at the gym. i felt exhausted.,Strength
1383,1383,i swum ten laps in the pool. i felt exhilarated.,Aerobic
1384,1384,i lifted weights for 1 hour. i felt empowered.,Strength
1385,1385,i walked for 30 minutes. i felt energized.,Aerobic
1386,1386,i just did weighted sumo squats i felt awesome!,Strength
1387,1387,i held a 3 minute plank i feel exhausted but powerful,Strength
1388,1388,i worked out on the elliptical for 30 minutes. i felt completely exhausted!,Aerobic
1389,1389,i ran on the treadmill for 60 minutes. i can't believe how weak i feel in the knees.,Aerobic
1390,1390,i ran for 30 minutes it feels exhilarating,Aerobic
1391,1391,"i was on the elliptical for 45 minutes my legs hurt, so i'm feeling a little worn",Aerobic
1392,1392,i did some sit ups i totally felt the burn. hurt my stomach in a good way,Strength
1393,1393,i ran half of a mile.  my legs were numb and tingly and i felt accomplished,Aerobic
1394,1394,i did cardio in my bedroom this morning for 30 minutes. i felt so invigorating afterward!,Aerobic
1395,1395,i ran in place in my home for twenty minutes after i arrived home from work. i was able to wind down after a productive yet tiring day at work.,Aerobic
1396,1396,"i just did a hit workout my legs feel like jello, i'm so out of shape.",Aerobic
1397,1397,i just completed a yoga workout i feel so relaxed and limber after the workout.,Aerobic
1398,1398,i walked 5 miles. my leg muscles were sore.,Aerobic
1399,1399,i went ice skating for an hour. my ankles were very tired.,Aerobic
1400,1400,i went to the gym for the first time and did weight training exercises. i felt out of breath and sore but determined.,Strength
1401,1401,i did the weight training again and repeated the same exercises as my previous workout. i felt a bit more strong and confident.,Strength
1402,1402,i just walked 7 blocks! i feel energized!,Aerobic
1403,1403,i just ran up and down the stairs 30 times! i feel so tired!,Aerobic
1404,1404,i took an hour long hip-hop dance class. i felt incredible and had so much fun because it was a high energy environment!,Aerobic
1405,1405,i walked on the treadmill for 45 minutes. i was more tired than usual but finished my workout.,Aerobic
1406,1406,i walked 1 and a half miles. i felt great.,Aerobic
1407,1407,i lifted weights for 30 minutes. it made me sore.,Strength
1408,1408,i did twenty five jumping jacks. it sucked.,Aerobic
1409,1409,i ran around the block. i felt happy afterwards.,Aerobic
1410,1410,i just lifted a kettlebell 25 times. i felt exhausted.,Strength
1411,1411,i walked 5 miles.  i felt rejuvenated.,Aerobic
1412,1412,i just did 15 pushups. i feel out of shape.,Strength
1413,1413,"i walked 2 miles. i was winded during the walk, but felt great after.",Aerobic
1414,1414,i walked a mile. i felt okay.,Aerobic
1415,1415,i lifted weights for thirty minutes. i felt good.,Strength
1416,1416,i did 200 situps. i feel like i got run over by a truck.,Strength
1417,1417,i swam a mile. i feel like i'm made of lead.,Aerobic
1418,1418,i did yogarobics today. i felt both tired and rejuvenated.,Aerobic
1419,1419,my second workout today was walking with the treadmill. i felt relaxed.,Aerobic
1420,1420,"i ran 3 miles.  out of breath the first half mile, then felt good.",Aerobic
1421,1421,"i did 20 minute beginner yoga.  back hurting, but otherwise ok.",Aerobic
1422,1422,i played volleyball for one hour. it felt terrific.,Aerobic
1423,1423,i played baseball for three hours. i feel exhausted.,Aerobic
1424,1424,i completed a 3 minute static plank hold. i started sweating and my body began to tremble during the exercise.,Strength
1425,1425,i completed 10 consecutive pull ups. my grip started to weaken and i felt fatigue in my lats.,Strength
1426,1426,i did 30 sit ups i thought i wasnt able to finish them,Strength
1427,1427,i had to squat 50 times  my legs feel like spaghetti,Strength
1428,1428,i played a game of pick up basketball i am out of shape and my body is not used to the running.,Aerobic
1429,1429,i just played singles tennis. my knees are killing me.,Aerobic
1430,1430,i rode 2 miles on an exercise bike. i'm exhausted.,Aerobic
1431,1431,i lifted weights for 30 minutes. i feel out of shape.,Strength
1432,1432,i just deadlifted i feel really strong,Strength
1433,1433,i just ran i am exhausted,Aerobic
1434,1434,i biked 20 miles! i was exhausted after finishing.,Aerobic
1435,1435,i ran to the lake and back. i felt a nice runner’s high.,Aerobic
1436,1436,i swam twenty laps i feel tired,Aerobic
1437,1437,i walked 1 hour i feel good,Aerobic
1438,1438,"i walked a mile. i felt tired, but accomplished.",Aerobic
1439,1439,i walked on the treadmill for 30 minutes. after it was over i felt exhausted.,Aerobic
1440,1440,i played basketball for three hours. i felt out of breath.,Aerobic
1441,1441,i went jogging outside for 30 minutes. i felt refreshed afterwards.,Aerobic
1442,1442,i swam today i felt great like i could swim double my intending laps,Aerobic
1443,1443,i walked today i was tired going in but after i felt more awake,Aerobic
1444,1444,i ran four miles. i feel great.,Aerobic
1445,1445,i swam for twenty minutes. i feel energetic.,Aerobic
1446,1446,i performed 20 burpees. my arms and chest were burning during this.,Aerobic
1447,1447,"i ran 40 mountain climbers. afterward, the back of my calves burned badly.",Strength
1448,1448,i boxed for 1 hour.  i feel incredible!,Aerobic
1449,1449,i ran 15 miles.  i feel exhausted.,Aerobic
1450,1450,i walked 1.5 miles i felt energized and ready to tackle the day,Aerobic
1451,1451,i jumped 250 times using a heavy nylon rope i felt exhausted,Aerobic
1452,1452,i just did 15 minutes of yoga. i felt energized!,Aerobic
1453,1453,i just walked on the treadmill. it was boring.,Aerobic
1454,1454,i rode my bike 10 miles i felt exhilirated when it was over.,Aerobic
1455,1455,i power-walked 4.2 miles. i felt stiff and achy afterwards.,Aerobic
1456,1456,i ran on the elliptical for half an hour. i felt invigorated.,Aerobic
1457,1457,i did 10 sets of 12 reps on the weight machines. my muscles hurt.,Strength
1458,1458,i walked 3 miles. i felt pumped and excited.,Aerobic
1459,1459,i did ten sets with 12 pound free weights. i felt more tone.,Strength
1460,1460,i just did 10 minutes on the treadmill i feel energized,Aerobic
1461,1461,i walked for 25 minutes feeling a little tired,Aerobic
1462,1462,i went for a hike.  my calfs are on fire.,Aerobic
1463,1463,i ran 2 miles.  i feel so energetic.,Aerobic
1464,1464,i did three minutes of jumping jacks. i feel out of breath.,Aerobic
1465,1465,i ran for ten minutes. my legs are sore.,Aerobic
1466,1466,i spent 40 min on the eliptical  i felt refreshed,Aerobic
1467,1467,i ran a 5k i felt proud,Aerobic
1468,1468,i did yoga by following along with a youtube video.  i felt accomplished as i completed the workout.,Aerobic
1469,1469,i walked at the park & pushed my kids in a stroller.  i felt powerful as i pushed a double stroller in a hilly park. i felt tired after we were done though.,Aerobic
1470,1470,i danced to soca music for 30 minutes. my legs felt sore.,Aerobic
1471,1471,i jump roped for 10 minutes. i was really sweaty.,Aerobic
1472,1472,i walked four laps around the track i felt like my legs were going to fall off.,Aerobic
1473,1473,i went bikeriding with my kids i felt the fresh air doing wonders for my lungs and mind,Aerobic
1474,1474,i just finished a one hour kickboxing class. i feel energized now.,Aerobic
1475,1475,i just walked for thirty minutes on the treadmill. i'm so tired now,Aerobic
1476,1476,just completed a 40 mile bike ride i feel completely exhausted,Aerobic
1477,1477,just swam my first 200 meters i feel completely energized,Aerobic
1478,1478,started with warm up which is running. my blood circulation reached all my muscles and there wre less chances of getting injured,Aerobic
1479,1479,"i started working on my lower chest, with decline bench press after completing my set my chest was pumped and it was of light weight which helped my chest to prepare for big set",Strength
1480,1480,i ran 1 mile yesterday i felt nice doing it,Aerobic
1481,1481,i walked 2 miles last week i felt super tired,Aerobic
1482,1482,i just did 10 lunges on each leg.  i'm a lot weaker than i thought i was!,Strength
1483,1483,i jumped rope for 10 minutes. i feel exhausted!,Aerobic
1484,1484,"i ran on the treadmill for 2 miles without stopping at all to walk. i felt like my cardio was good, but i was tired out too.",Aerobic
1485,1485,i did an hour of zumba at the gym. i felt invigorated moving to the music.,Aerobic
1486,1486,cycling for 5 miles i felt tired,Aerobic
1487,1487,i did walkling i was relaxed,Aerobic
1488,1488,i just biked 10 miles. i felt exhausted.,Aerobic
1489,1489,"i trained for half a marathon today, my legs are so sore.",Aerobic
1490,1490,i walked 10 blocks it was fine,Aerobic
1491,1491,i used the elliptical for 1 hour it was strenuous,Aerobic
1492,1492,i went to a zumba class it made me sweaty,Aerobic
1493,1493,i ran on the treadmill i felt tired after,Aerobic
1494,1494,i did doube-bounce jump rope for 20 minutes very very tired,Aerobic
1495,1495,"i did five burpees, followed by 20 seconds of rest for 20 minutes arm were fatigued but the rest of me felt strong",Aerobic
1496,1496,i did three sets of squats. my hamstrings felt a little tight.,Strength
1497,1497,i did rows on the row machine. i feel nice and warmed up for other exercises.,Strength
1498,1498,workout: i played tennis for 2 hours. how i felt i was tried but felt great,Aerobic
1499,1499,workout: i walked for 3hours. how i felt: i felt so good,Aerobic
1500,1500,i conditioned with my cheerleading team. i felt exhausted.,Aerobic
1501,1501,i bench pressed 40 pounds. my arms feel like jello.,Strength
1502,1502,i just deadlifted 200lbs! i feel so strong!,Strength
1503,1503,i finished thirty minutes of yoga! i feel so relaxed!,Aerobic
1504,1504,i just ran intervals for 30 minutes. i felt great.,Aerobic
1505,1505,i just used the elliptical trainer. i really pushed myself.,Aerobic
1506,1506,i just did a 5minutes straight-arm plank it was horrible,Strength
1507,1507,i just did a jumping squat program i felt like i'm getting it more,Strength
1508,1508,i worked out with resistance bands at home. i felt somehwat bored and lacking interest.,Aerobic
1509,1509,i ran a 5k through my neighborhood with lots of uphill segments. the uphill portions make me less motivated.,Aerobic
1510,1510,i lifted weights my muscles are sore,Strength
1511,1511,i did yoga i feel stretched out,Aerobic
1512,1512,i walked three miles on the mountain trail this morning. i felt energized!,Aerobic
1513,1513,i swam laps for 30 mins in the y pool this afternoon. i hate the taste of chlorine!,Aerobic
1514,1514,"i rode my bike one mile. i felt like i wasn't doing anything, not real exercise",Aerobic
1515,1515,i lifted two hundred pounds. my arms are still feeling sore during the exercise.,Strength
1516,1516,i went rowing for half an hour. my arms & shoulders were somewhat sore.,Aerobic
1517,1517,i took a long walk on the beach. i felt refreshed.,Aerobic
1518,1518,i walked on the tredmill for about a hour. after the workout i felt refreshing,Aerobic
1519,1519,i did 2 sets of squats. during the workout my legs were burning.,Strength
1520,1520,i danced for two hours. i feel great!,Aerobic
1521,1521,i played volleyball for an hour i am really out of shape and tired.,Aerobic
1522,1522,i did my 10000 steps for the day feel good l completed my target of 10000 steps,Aerobic
1523,1523,i played table tennis game today i feel strong,Aerobic
1524,1524,i did squats. i felt sore.,Strength
1525,1525,i ran a mile. i felt healthy.,Aerobic
1526,1526,i lifted 300 pounds i felt like i was having a stroke,Strength
1527,1527,i basically just did water areobics i felt like a 55 year old woman,Aerobic
1528,1528,i did a 30min abs workout. it was really hard.,Strength
1529,1529,i ran for two hours. i felt accomplished.,Aerobic
1530,1530,i walked for 1 mile. i am more out of shape than i realized.,Aerobic
1531,1531,i played a game of badmitton for 30 minutes. i was sore immediately afterward.,Aerobic
1532,1532,i just did 40 minutes of yoga. i feel refreshed.,Aerobic
1533,1533,i just danced 1 hour of nia. i feel happy.,Aerobic
1534,1534,"i went for a walk for an hour. my feet hurt a little, but i'm fine otherwise.",Aerobic
1535,1535,i jumped rope for five minutes. i need to exercise more.,Aerobic
1536,1536,i rode my bike for 1 hour i felt invigorated after,Aerobic
1537,1537,i lifted weights for 30 minutes i felt pumped after,Strength
1538,1538,i climbed 50 flights on the stair master. i felt energized.,Aerobic
1539,1539,i did shoulder press with dumb bells. i felt sore afterwards but pleased.,Strength
1540,1540,i did fifteen pushups my abs hurt,Strength
1541,1541,i played tennis for one hour my legs were sore,Aerobic
1542,1542,i hiked a one mile trail i felt completely winded and out of breath,Aerobic
1543,1543,i took a hot yoga class i felt exhausted after the class,Aerobic
1544,1544,i rode my bike for five miles. i felt exhilarated while riding my bike.,Aerobic
1545,1545,i did a leg workout with weights. i felt weak but determined during this workout.,Strength
1546,1546,i did twenty pushups  i felt something pop,Strength
1547,1547,i walked 5 miles on a treadmill  my legs were wobbly when finished,Aerobic
1548,1548,i did a 1-hour yoga class i felt energized and confident,Aerobic
1549,1549,i did a circuit training class i felt excited and strong,Aerobic
1550,1550,i jog this morning for 1 hour i felt very energetic after the exercise,Aerobic
1551,1551,i did 1 hour of spinning after work i felt somewhat tired when i finished,Aerobic
1552,1552,i rowed for 3 hours. i am exhuasted.,Strength
1553,1553,i did 45 lunges. i feel like i could jump over the moon.,Strength
1554,1554,i ran on the treadmill for 30 minutes i felt out of shape but accomplished,Aerobic
1555,1555,i swam laps for 30 minutes i felt refreshed,Aerobic
1556,1556,i walked 2 miles it was difficult but afterwards i felt energized,Aerobic
1557,1557,i cycled for 10 minutes i felt it was difficult to keep going,Aerobic
1558,1558,i did 12 burpees! i felt fatigued.,Aerobic
1559,1559,i hiked 15 miles. i felt tired.,Aerobic
1560,1560,i did the treadmill for 30 minutes. i am so tired.,Aerobic
1561,1561,i did 10 laps in the pool. it felt great,Aerobic
1562,1562,i worked out at the gym. i felt motivated.,Strength
1563,1563,i did aerobics for an hour.  i felt tired.,Aerobic
1564,1564,i ran 3 miles without stopping. i feel like i have conquered the world.,Aerobic
1565,1565,i just benched 150 pounds. i am worn out!,Strength
1566,1566,i ran two miles. i felt exhausted and sore.,Aerobic
1567,1567,i participated in a jazzercize class. i felt excited and revived.,Aerobic
1568,1568,my first workout today was a chest work out i felt amazing after my workout,Strength
1569,1569,my second workout was squats i felt exhausted,Strength
1570,1570,i ran 6 miles. i feel accomplished.,Aerobic
1571,1571,i did strength training. i feel weak.,Strength
1572,1572,"i rode a bike for 5 miles. i felt terrible, my knees were so painful,",Aerobic
1573,1573,i spent an hour walking.  i was exhausted when i arrived home.,Aerobic
1574,1574,i just walked on the treadmill for one hour. my calves are so sore.,Aerobic
1575,1575,i just ran a 5k. i hope i don't have shin splints!,Aerobic
1576,1576,i did aerobics for thirty minutes. i feel energized.,Aerobic
1577,1577,i ran laps for twenty minutes. i was out of breath.,Aerobic
1578,1578,i ran one hour in treadmill.  i felt tiring.,Aerobic
1579,1579,i played 2 hours cricket.  it was excruciating.,Aerobic
1580,1580,i walked two miles. it felt good.,Aerobic
1581,1581,i climbed stairs for ten minutes. my knee hurt.,Aerobic
1582,1582,i just walked uphill a couple of miles. i was out of breath.,Aerobic
1583,1583,i just did thirty pushups. my arms are sore.,Strength
1584,1584,i just rode 15 minutes on the exercise bike. i felt sore afterward!,Aerobic
1585,1585,"i took a 20 minute walk around the neighborhood. i felt tired, but refreshed afterward.",Aerobic
1586,1586,i did an hour of callenetics. i feel more flexible.,Strength
1587,1587,i did an hour of ballet boot camp. i feel like i am not where i should be fitness wise.,Aerobic
1588,1588,"i did 4 miles on the elliptical. after it, my legs felt weak and tired.",Aerobic
1589,1589,"i rode a bike for 30 minutes. during the bike ride, my legs felt good.",Aerobic
1590,1590,i do 100 push ups.  like my arms are strong and i could kill a bull.,Strength
1591,1591,i run about a mile.  i feel like im dying.,Aerobic
1592,1592,i walked two miles on the treadmill. i felt bored while i was walking.,Aerobic
1593,1593,i did 50 walking lunges. my butt and thighs were burning!,Strength
1594,1594,i just did 40 leg presses at 50 pounds i feel proud and great,Strength
1595,1595,i did 40 leg presses at 50 pounds i felt that i needed to up my game and increase the weight,Strength
1596,1596,i just walked three miles i should do this everyday because i feel better.,Aerobic
1597,1597,i just jumped on the trampoline for an hour. i feel dizzy.,Aerobic
1598,1598,i walked three miles.  i was extremely tired afterwards.,Aerobic
1599,1599,i lifted weights for 45 minutes.  i was very sore afterwards.,Strength
1600,1600,i just swam eleven pool laps. i am feeling recharged and invigorated.,Aerobic
1601,1601,"i spent thirty minutes lifting free weights. i am tired, but my muscles are pleasantly tingling.",Strength
1602,1602,i walked up and down a flight of stairs 3 times.   during the 3rd time up the muscles in my legs felt like they were on fire.,Aerobic
1603,1603,for 10 consecutive and uninterrupted minutes i jumped rope.  after 10 minutes of jumping rope my chest felt like it was about to explode.,Aerobic
1604,1604,i hiked for an hour and a half i felt invigorated,Aerobic
1605,1605,i played baseball for one hour i felt sluggish,Aerobic
1606,1606,i just completed my first rebounding workout i am exhausted,Aerobic
1607,1607,rebounding day 2 i was extremely sore but was proud of what i accomplished,Aerobic
1608,1608,going out for a jog in the morning tired but enjoying sweating,Aerobic
1609,1609,playing badminton i feel excited playing with opponents that are similar level as me,Aerobic
1610,1610,i ran for 2 miles i was tired,Aerobic
1611,1611,i lifted weights physically exhausted,Strength
1612,1612,i just cycled five miles. my legs where so strong after.,Aerobic
1613,1613,i just swam arcoss the lake. afterwards i couldn't breathe.,Aerobic
1614,1614,i did 20 burpees in 2 minutes i struggled with completing them in the time given,Aerobic
1615,1615,i walked my go for 90 minutes my feet were a little achy but i felt great otherwise,Aerobic
1616,1616,i took a walk to take out my trash.  i felt calm and accomplished.,Aerobic
1617,1617,i had a dance party with my daughter.  i was exhilarated!,Aerobic
1618,1618,i walked for one mile  i felt relaxed,Aerobic
1619,1619,i danced for an hour i felt energized,Aerobic
1620,1620,i did 50 squats. my thighs feel like they're on fire!,Strength
1621,1621,i did 20 push-ups. my arms are so sore right now!,Strength
1622,1622,skipping i feel relax,Aerobic
1623,1623,volley ball i feel brisk,Aerobic
1624,1624,i workout push-ups  i felt my arms are strong,Strength
1625,1625,i do skipping for three months i felt tall,Aerobic
1626,1626,i played three hours tennis iam really out of day,Aerobic
1627,1627,i ran 2 miles i was terrible,Aerobic
1628,1628,i ran one mile outside. i felt ok until later when my plantar fasciitis made it hard to walk.,Aerobic
1629,1629,i went to the gym and biked 4 miles on the stationary bicycle. my legs were a little shaky after done.,Aerobic
